experiment_name,model,seed,lr,input_seq_len,num_kv_pairs,vocab_size,min_query_pos,params,best_val_answer_loss,best_val_answer_accuracy,test_loss_ckpt_answer_accuracy,test_acc_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_exact_match,primary_acc,primary_em,regime,group,model_short,setting_key,parsed_name_ok
mqar_sweep_C_mamba2_depth4_L128_minNone_kv16_vocab576_train20000_seed42,Mamba2 depth=4,42,0.0003,128,16,576,,1964544,0.00881884,0.99790625,0.99843750,0.99853125,0.97500000,0.97650000,0.99853125,0.97650000,too_easy,C,mamba2_depth4,C/L128/minminNone/kv16/vocab576/train20000,1
mqar_sweep_C_mamba2_depth4_L128_minNone_kv16_vocab640_train20000_seed42,Mamba2 depth=4,42,0.0003,128,16,640,,1997376,0.01768431,0.99581250,0.99559375,0.99559375,0.93200000,0.93200000,0.99559375,0.93200000,too_easy,C,mamba2_depth4,C/L128/minminNone/kv16/vocab640/train20000,1
mqar_sweep_C_mamba2_depth4_L128_minNone_kv16_vocab704_train20000_seed42,Mamba2 depth=4,42,0.0003,128,16,704,,2030208,0.07244588,0.98078125,0.98106250,0.98106250,0.73650000,0.73650000,0.98106250,0.73650000,interesting,C,mamba2_depth4,C/L128/minminNone/kv16/vocab704/train20000,1
mqar_sweep_C_mamba2_depth4_L128_minNone_kv16_vocab768_train20000_seed42,Mamba2 depth=4,42,0.0003,128,16,768,,2063040,5.96889841,0.03053125,0.00284375,0.03006250,0.00000000,0.00000000,0.03006250,0.00000000,too_hard,C,mamba2_depth4,C/L128/minminNone/kv16/vocab768/train20000,1
mqar_sweep_C_ms_attention_stride4_L128_minNone_kv16_vocab512_train20000_seed42,MS-attention stride=4,42,0.0003,128,16,512,,3030176,0.00586814,0.99959375,0.99946875,0.99946875,0.99150000,0.99150000,0.99946875,0.99150000,too_easy,C,ms_attention_stride4,C/L128/minminNone/kv16/vocab512/train20000,1
mqar_sweep_C_ms_attention_stride4_L128_minNone_kv16_vocab576_train20000_seed42,MS-attention stride=4,42,0.0003,128,16,576,,3063008,0.01531313,0.99771875,0.99712500,0.99712500,0.95550000,0.95550000,0.99712500,0.95550000,too_easy,C,ms_attention_stride4,C/L128/minminNone/kv16/vocab576/train20000,1
mqar_sweep_C_ms_attention_stride4_L128_minNone_kv16_vocab640_train20000_seed42,MS-attention stride=4,42,0.0003,128,16,640,,3095840,5.78214020,0.00368750,0.00337500,0.00396875,0.00000000,0.00000000,0.00396875,0.00000000,too_hard,C,ms_attention_stride4,C/L128/minminNone/kv16/vocab640/train20000,1
mqar_sweep_C_ms_attention_stride4_L128_minNone_kv16_vocab704_train20000_seed42,MS-attention stride=4,42,0.0003,128,16,704,,3128672,5.87841718,0.01725000,0.00290625,0.01675000,0.00000000,0.00000000,0.01675000,0.00000000,too_hard,C,ms_attention_stride4,C/L128/minminNone/kv16/vocab704/train20000,1
mqar_sweep_C_ms_attention_stride4_L128_minNone_kv16_vocab768_train20000_seed42,MS-attention stride=4,42,0.0003,128,16,768,,3161504,5.96274323,0.01646875,0.00296875,0.01653125,0.00000000,0.00000000,0.01653125,0.00000000,too_hard,C,ms_attention_stride4,C/L128/minminNone/kv16/vocab768/train20000,1
mqar_sweep_C_ms_gated_stride2_L128_minNone_kv16_vocab512_train20000_seed42,MS-gated stride=2,42,0.0003,128,16,512,,2898336,0.00601044,0.99893750,0.99878125,0.99878125,0.98050000,0.98050000,0.99878125,0.98050000,too_easy,C,ms_gated_stride2,C/L128/minminNone/kv16/vocab512/train20000,1
mqar_sweep_C_ms_gated_stride2_L128_minNone_kv16_vocab576_train20000_seed42,MS-gated stride=2,42,0.0003,128,16,576,,2931168,0.01125365,0.99706250,0.99693750,0.99665625,0.95250000,0.94800000,0.99665625,0.94800000,too_easy,C,ms_gated_stride2,C/L128/minminNone/kv16/vocab576/train20000,1
mqar_sweep_C_ms_gated_stride2_L128_minNone_kv16_vocab640_train20000_seed42,MS-gated stride=2,42,0.0003,128,16,640,,2964000,0.01486585,0.99640625,0.99678125,0.99690625,0.95000000,0.95250000,0.99690625,0.95250000,too_easy,C,ms_gated_stride2,C/L128/minminNone/kv16/vocab640/train20000,1
mqar_sweep_C_ms_gated_stride2_L128_minNone_kv16_vocab704_train20000_seed42,MS-gated stride=2,42,0.0003,128,16,704,,2996832,0.02513028,0.99306250,0.99375000,0.99375000,0.90500000,0.90500000,0.99375000,0.90500000,too_easy,C,ms_gated_stride2,C/L128/minminNone/kv16/vocab704/train20000,1
mqar_sweep_C_ms_gated_stride2_L128_minNone_kv16_vocab768_train20000_seed42,MS-gated stride=2,42,0.0003,128,16,768,,3029664,0.15240903,0.95587500,0.95803125,0.95803125,0.50300000,0.50300000,0.95803125,0.50300000,interesting,C,ms_gated_stride2,C/L128/minminNone/kv16/vocab768/train20000,1
mqar_sweep_D_mamba2_depth4_L128_minNone_kv16_vocab512_train5000_seed42,Mamba2 depth=4,42,0.0003,128,16,512,,1931712,5.57912650,0.00465625,0.00362500,0.00378125,0.00000000,0.00000000,0.00378125,0.00000000,too_hard,D,mamba2_depth4,D/L128/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_mamba2_depth4_L160_minNone_kv16_vocab512_train5000_seed42,Mamba2 depth=4,42,0.0003,160,16,512,,1931712,5.57684619,0.00437500,0.00475000,0.00475000,0.00000000,0.00000000,0.00475000,0.00000000,too_hard,D,mamba2_depth4,D/L160/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_mamba2_depth4_L192_minNone_kv16_vocab512_train5000_seed42,Mamba2 depth=4,42,0.0003,192,16,512,,1931712,5.58183766,0.00412500,0.00421875,0.00353125,0.00000000,0.00000000,0.00353125,0.00000000,too_hard,D,mamba2_depth4,D/L192/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_ms_attention_stride4_L128_minNone_kv16_vocab512_train5000_seed42,MS-attention stride=4,42,0.0003,128,16,512,,3030176,5.57907808,0.00431250,0.00400000,0.00325000,0.00000000,0.00000000,0.00325000,0.00000000,too_hard,D,ms_attention_stride4,D/L128/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_ms_attention_stride4_L160_minNone_kv16_vocab512_train5000_seed42,MS-attention stride=4,42,0.0003,160,16,512,,3030176,5.58176166,0.00434375,0.00356250,0.00356250,0.00000000,0.00000000,0.00356250,0.00000000,too_hard,D,ms_attention_stride4,D/L160/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_ms_attention_stride4_L192_minNone_kv16_vocab512_train5000_seed42,MS-attention stride=4,42,0.0003,192,16,512,,3030176,5.58100186,0.00431250,0.00346875,0.00393750,0.00000000,0.00000000,0.00393750,0.00000000,too_hard,D,ms_attention_stride4,D/L192/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_ms_gated_stride2_L128_minNone_kv16_vocab512_train5000_seed42,MS-gated stride=2,42,0.0003,128,16,512,,2898336,5.58273384,0.00478125,0.00412500,0.00350000,0.00000000,0.00000000,0.00350000,0.00000000,too_hard,D,ms_gated_stride2,D/L128/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_ms_gated_stride2_L160_minNone_kv16_vocab512_train5000_seed42,MS-gated stride=2,42,0.0003,160,16,512,,2898336,5.58102756,0.00440625,0.00418750,0.00418750,0.00000000,0.00000000,0.00418750,0.00000000,too_hard,D,ms_gated_stride2,D/L160/minminNone/kv16/vocab512/train5000,1
mqar_sweep_D_ms_gated_stride2_L192_minNone_kv16_vocab512_train5000_seed42,MS-gated stride=2,42,0.0003,192,16,512,,2898336,5.58478510,0.00471875,0.00384375,0.00368750,0.00000000,0.00000000,0.00368750,0.00000000,too_hard,D,ms_gated_stride2,D/L192/minminNone/kv16/vocab512/train5000,1
mqar_vocab640_mamba2_depth4_kv16_lr3e4_seed42,Mamba2 depth=4,42,0.0003,128,16,640,,1997376,0.01765774,0.99581250,0.99562500,0.99562500,0.93250000,0.93250000,0.99562500,0.93250000,too_easy,,,,0
mqar_vocab640_ms_attention_stride4_dropout00_kv16_lr3e4_seed42,MS-attention stride=4,42,0.0003,128,16,640,,3095840,5.78183356,0.00343750,0.00328125,0.00328125,0.00000000,0.00000000,0.00328125,0.00000000,too_hard,,,,0
mqar_vocab640_ms_attention_stride4_dropout01_kv16_lr3e4_seed42,MS-attention stride=4,42,0.0003,128,16,640,,3095840,5.78214014,0.00353125,0.00337500,0.00396875,0.00000000,0.00000000,0.00396875,0.00000000,too_hard,,,,0
mqar_vocab640_ms_gated_stride2_kv16_lr3e4_seed42,MS-gated stride=2,42,0.0003,128,16,640,,2964000,0.01490364,0.99637500,0.99671875,0.99671875,0.94950000,0.94950000,0.99671875,0.94950000,too_easy,,,,0
